Median_Household_Income_2018,PCTPOVALL_2018,Unemployment_rate_2018,Percent of adults with less than a high school diploma 2014-18,diabetes_prevalence,Heart disease_prevalence
62519,11.4,4.2,13.5,11.2,7.2
48039,14.7,3.5,13.7,13.1,9.6
43799,15.8,5.1,14.2,13.4,9.1
57549,9.1,2.8,11.4,12.5,9.1
100374,7.3,2.7,6.9,7.5,5.1
43569,20.3,5.0,16.7,18.2,10.4
44271,15.0,2.8,6.0,16.0,11.5
43226,22.2,4.7,18.9,15.7,10.0
32868,30.5,6.2,27.2,19.4,9.6
61508,9.6,4.9,7.4,10.0,7.2
58465,11.8,2.6,12.4,10.5,7.0
73309,7.8,3.4,9.9,10.4,5.7
82808,7.9,3.9,12.0,11.0,5.7
39502,18.9,5.9,19.0,14.8,11.1
38849,24.9,5.8,23.0,17.0,9.8
44913,15.5,3.9,16.1,13.5,8.6
68479,9.9,2.5,8.5,9.1,5.7
58873,10.2,4.4,5.2,9.6,7.4
62963,10.3,3.4,14.4,12.0,8.2
69880,7.7,2.9,8.0,10.5,6.2
47183,13.1,3.4,11.9,12.6,9.4
47128,17.9,5.5,16.7,13.7,8.1
41036,23.3,4.4,15.5,17.6,9.9
56800,10.0,3.3,9.1,12.1,8.1
91183,10.0,4.0,10.1,8.6,5.5
79348,5.9,4.7,6.9,9.2,6.1
56206,13.2,2.5,29.1,12.9,6.5
74872,9.0,4.0,6.6,10.4,7.4
42116,18.2,4.8,17.8,16.2,9.1
61375,8.7,2.6,16.5,11.2,7.6
48818,18.5,3.5,17.6,14.6,8.3
45570,14.3,2.9,9.6,13.5,9.2
52502,16.8,4.0,16.3,12.7,7.2
46371,13.9,3.3,13.6,13.2,9.5
99087,6.3,3.0,5.6,7.2,5.2
48020,18.3,5.9,11.5,15.3,10.4
88538,5.7,3.7,6.1,10.7,6.3
54865,11.3,2.5,6.0,11.5,8.6
73584,6.8,3.5,9.0,9.3,4.6
93751,6.5,3.3,7.9,10.4,6.7
38699,19.6,6.6,24.3,17.9,10.3
51393,15.5,3.2,14.3,12.2,7.1
44685,18.3,7.2,13.9,17.0,12.2
43330,20.5,5.8,12.0,13.7,10.1
51292,11.4,5.2,7.9,11.9,9.2
47153,12.9,5.9,11.0,14.5,9.7
65831,8.1,2.9,8.5,9.2,6.6
48499,17.6,3.7,12.4,13.0,8.6
56557,13.8,4.7,9.5,11.7,8.7
28298,30.8,5.9,24.2,23.0,12.3
60312,10.3,2.0,6.5,11.0,8.2
76523,7.1,3.2,7.6,11.4,7.2
38323,21.3,4.1,21.9,14.3,9.6
55807,11.9,3.4,12.6,11.6,7.4
66270,7.9,3.4,15.1,11.1,7.3
58361,14.7,3.4,11.6,12.3,6.8
72247,7.1,4.1,5.5,9.3,6.8
36384,22.8,10.4,19.2,18.1,13.2
48222,15.2,4.1,11.3,12.8,8.8
37259,23.6,4.5,19.0,13.4,7.6
31182,32.5,7.3,26.1,17.6,12.5
62366,9.8,3.7,12.5,11.5,7.8
64271,8.6,2.1,6.6,10.1,7.2
46720,15.6,5.5,17.8,15.5,9.9
46578,23.1,5.8,15.8,13.7,7.8
69541,9.5,3.3,8.4,11.1,7.7
44502,16.7,4.1,11.6,11.5,8.1
46029,15.9,4.1,15.2,15.1,10.0
45697,15.4,4.4,12.7,13.8,9.4
53143,11.8,5.4,6.4,11.8,8.3
55167,11.8,2.9,10.0,10.5,7.3
52952,15.2,2.2,13.2,12.5,9.1
56005,11.1,3.2,6.0,11.9,8.0
55531,9.3,2.8,7.4,11.7,8.5
51641,12.0,6.9,3.9,14.2,11.5
33983,30.6,5.7,18.3,18.4,10.0
59043,9.8,2.8,11.3,12.3,8.9
50387,12.0,4.8,10.4,11.7,8.2
51402,14.9,5.3,9.6,12.6,9.1
38194,20.6,3.5,15.1,15.2,10.6
48598,13.5,3.7,15.8,14.1,8.7
56466,10.4,3.1,8.7,10.4,7.7
50500,15.1,3.2,10.3,12.7,7.7
44261,19.1,3.4,15.4,13.1,9.0
51071,16.9,4.5,9.9,13.5,8.4
47441,12.6,7.8,10.8,13.4,10.2
49522,17.0,3.9,11.9,14.6,8.6
53337,11.2,3.4,8.0,10.3,7.6
39130,27.3,4.7,9.5,10.4,5.9
65280,8.2,4.1,9.8,12.0,7.4
65635,10.3,3.1,13.7,10.9,7.4
65209,10.1,5.2,9.3,11.1,8.3
57274,9.7,2.9,10.4,10.4,7.0
56337,11.8,2.3,10.5,10.5,7.3
39439,16.6,4.7,14.4,15.2,12.1
38879,21.3,4.9,20.3,14.4,10.0
57329,13.3,4.7,12.2,10.4,6.9
38818,22.9,6.8,20.3,19.0,10.3
50471,13.8,5.6,11.6,12.1,9.0
47175,12.9,6.0,11.5,11.3,7.4
34113,27.3,5.8,25.3,16.0,10.0
47949,18.0,3.7,15.4,14.9,7.8
51249,14.4,3.1,16.9,14.4,9.8
43000,15.3,4.7,12.9,14.0,10.6
39292,21.6,7.0,19.5,16.8,12.2
36032,20.7,4.8,16.4,16.9,13.3
48460,14.9,3.7,14.9,14.7,10.3
69246,7.6,3.3,6.5,11.6,7.5
80078,6.7,2.2,6.7,6.8,4.8
43535,16.7,5.5,10.0,12.8,8.5
43510,17.3,4.7,18.1,15.7,8.9
38023,20.5,4.5,19.5,16.3,9.2
61387,9.4,3.0,6.1,10.6,7.4
63274,13.1,4.4,7.6,8.5,5.7
50301,15.3,5.3,14.2,14.7,10.3
34035,31.4,6.5,19.3,21.1,10.6
58644,11.3,3.3,11.3,11.2,7.5
36788,29.3,5.4,25.3,17.4,9.1
50805,13.4,4.7,10.7,12.5,8.5
52320,16.3,2.8,8.7,9.6,6.6
48368,15.8,3.4,7.8,11.5,8.6
50928,17.3,4.9,9.5,11.0,7.8
47561,20.4,3.3,4.0,7.4,4.8
41101,20.3,2.2,11.3,11.2,8.4
46220,8.3,3.7,6.5,12.5,9.7
71959,12.1,4.6,11.8,12.7,6.7
54311,12.9,2.3,5.1,8.9,5.9
52747,10.0,3.0,4.9,11.3,8.5
42025,18.6,4.9,17.9,14.8,10.0
48023,15.3,4.2,10.4,13.2,10.4
52945,16.7,4.3,9.7,12.6,6.6
42701,20.3,4.9,16.5,11.8,7.5
59117,8.9,4.9,8.3,10.7,7.6
53405,14.3,3.9,15.8,15.2,10.2
46216,13.6,3.6,10.5,13.9,10.1
52047,14.8,3.1,13.8,12.8,8.5
53253,12.1,2.0,11.9,9.9,7.4
74019,7.2,3.0,1.7,8.3,6.0
35983,25.1,8.4,24.3,17.8,13.1
45129,16.8,5.8,14.7,14.2,11.2
122035,6.1,2.4,7.9,8.4,4.9
87087,5.5,2.9,4.1,8.2,5.4
67220,9.4,2.1,17.5,13.1,8.6
48241,14.6,4.0,7.8,11.9,8.3
69919,9.7,2.3,7.5,9.7,6.0
33261,27.9,5.1,17.6,17.6,9.9
41929,19.7,4.1,17.5,15.4,10.8
50704,13.9,3.1,14.9,13.6,9.2
45720,13.7,4.1,21.5,13.3,8.9
55737,14.5,3.7,12.6,14.4,8.2
54774,14.2,3.8,24.7,14.1,7.7
39790,19.3,4.7,12.0,13.8,9.8
59329,13.5,3.5,11.6,10.7,5.8
65416,11.9,3.6,12.7,12.4,7.2
37038,22.2,4.0,24.4,16.3,11.1
50587,12.1,2.0,30.8,12.7,7.3
57208,9.1,2.3,7.9,11.0,7.8
38566,27.3,5.7,28.0,16.2,7.3
51183,13.5,7.1,9.5,12.3,9.3
49138,13.0,3.2,18.4,13.2,9.4
57438,9.6,2.3,6.8,10.3,7.0
63088,11.3,4.1,14.4,10.5,7.1
47252,14.6,2.1,10.6,12.4,8.4
62262,14.9,4.7,7.7,9.3,6.2
35636,26.5,5.2,16.8,16.4,9.3
46176,14.8,4.9,8.5,13.5,8.7
45458,15.3,4.4,17.6,15.1,10.5
54802,10.6,2.6,8.2,12.5,9.2
39702,20.8,4.1,17.3,15.1,10.9
51377,16.5,6.3,26.9,13.0,7.8
36192,22.5,4.7,21.4,17.0,11.6
52318,21.3,7.5,24.7,12.0,6.7
64536,11.3,3.7,7.3,9.7,6.3
52348,10.8,3.8,5.2,12.0,9.3
44431,19.4,3.9,18.9,16.1,10.1
82184,7.1,3.5,7.4,10.6,5.8
33393,37.2,4.3,25.7,19.3,10.0
42831,19.1,5.1,17.4,14.6,9.9
62522,10.0,4.2,8.8,11.0,8.2
39443,21.6,4.8,24.5,15.8,11.1
40195,26.7,5.8,25.1,15.0,10.3
45408,19.9,3.8,10.8,11.8,7.6
42412,19.1,4.0,19.8,16.0,9.2
57978,12.7,3.6,13.5,13.5,7.9
57257,12.5,3.5,16.4,14.1,8.0
57548,10.8,3.3,9.6,11.8,9.1
47068,14.6,3.5,19.5,15.9,11.5
44040,17.1,3.8,18.7,14.5,9.8
30950,28.4,13.2,30.9,17.7,12.1
47529,13.3,3.0,7.4,13.7,8.7
66209,8.7,2.2,5.8,8.4,5.8
67349,7.0,4.2,4.8,11.6,9.2
49513,16.0,2.0,17.5,14.6,10.3
40308,17.7,3.9,14.5,13.7,10.3
76665,8.1,3.2,7.6,7.9,4.7
68581,9.0,3.0,8.5,11.1,6.1
40808,14.8,4.4,19.3,14.0,9.6
44684,16.3,3.2,20.3,14.0,9.5
60210,9.3,2.6,3.2,9.9,7.8
50283,15.2,3.6,9.9,12.3,6.3
40887,15.4,5.2,11.3,13.4,9.4
59567,9.1,2.3,6.6,11.3,7.9
33085,24.1,4.8,17.2,16.5,10.4
39467,17.5,6.2,15.6,17.2,12.6
65831,9.1,2.8,10.1,11.0,7.6
74794,7.0,3.2,5.1,9.3,6.6
38826,22.2,6.5,19.2,18.6,12.3
37593,25.8,4.6,29.2,18.0,10.9
61053,12.4,4.1,9.7,11.0,6.9
53795,16.1,5.7,12.3,11.9,7.8
46964,10.8,3.5,11.6,12.2,9.2
56456,10.6,5.6,8.5,12.8,10.1
49887,13.4,3.5,9.8,12.1,8.4
49960,15.7,4.5,9.2,13.4,8.7
60608,6.5,2.5,5.3,9.8,6.8
44607,18.6,4.6,18.1,14.7,8.7
42164,20.3,3.2,32.7,22.0,12.0
36573,25.6,6.2,21.1,15.4,10.5
44693,17.0,3.6,14.6,12.4,9.2
88475,6.9,2.7,9.8,10.5,7.0
51867,12.7,2.2,12.7,14.1,10.4
48260,14.6,2.4,5.1,11.8,8.7
33991,32.6,7.1,21.5,19.6,9.7
53028,12.3,4.4,11.5,11.4,8.4
36761,23.7,5.7,23.4,17.0,10.1
50278,15.7,2.5,12.3,11.0,8.5
67135,12.9,4.6,11.6,12.0,6.6
50672,16.5,3.8,13.2,13.7,9.2
37468,23.9,5.9,14.2,17.6,12.5
48554,15.9,4.2,15.7,13.3,8.8
37350,23.7,6.2,22.7,17.7,14.5
39202,19.1,4.1,17.2,15.8,11.1
36299,27.6,4.2,23.9,15.5,10.4
33534,30.0,5.1,24.1,18.7,9.7
93540,6.6,3.1,7.4,8.7,5.5
48780,17.7,2.5,19.9,13.0,8.8
53031,9.2,3.5,4.7,11.2,8.3
38479,20.4,4.8,19.6,16.5,10.0
51241,15.4,3.5,21.4,15.9,9.5
59443,12.6,3.6,13.3,12.7,8.5
66937,7.4,3.0,7.9,10.6,7.8
53780,10.7,2.9,6.2,12.1,8.3
45138,19.9,3.9,13.0,14.5,8.8
47420,17.4,4.4,20.1,14.2,9.6
31329,32.6,7.8,27.1,18.8,8.9
46019,18.7,5.7,12.4,13.1,8.1
47075,11.8,2.5,8.8,12.6,9.2
51036,13.6,2.8,11.9,12.0,9.2
52651,11.2,6.3,9.1,12.6,9.4
50978,12.5,4.4,11.1,12.4,8.8
29380,35.9,6.8,21.3,20.0,10.2
53785,12.2,2.7,33.3,13.7,7.4
64878,9.4,2.8,5.3,9.3,6.1
38318,18.8,4.8,21.8,15.9,12.5
58035,13.3,3.8,13.6,13.1,8.4
40828,21.6,4.6,20.3,16.4,10.4
43776,14.8,3.0,15.9,12.8,8.6
68236,7.6,4.4,5.2,13.1,9.6
48805,17.0,4.8,10.5,13.2,8.7
47008,19.5,3.6,30.5,14.7,7.6
122930,6.8,2.2,10.8,9.5,5.0
31921,30.8,7.1,29.8,17.8,12.6
53387,11.6,2.7,13.1,10.6,7.5
51255,14.9,3.0,15.3,13.1,9.7
58033,9.3,3.6,7.4,11.6,7.3
40287,20.7,3.9,16.1,17.2,12.1
47560,17.1,6.7,10.0,12.9,9.2
36765,25.2,6.3,24.5,17.2,10.3
44969,15.7,3.9,17.3,15.8,10.7
47191,13.3,2.4,9.1,13.7,10.0
54763,15.4,4.0,8.8,13.3,6.6
52292,10.2,3.0,7.2,10.9,7.9
48651,12.9,5.1,8.3,12.8,9.3
46195,17.3,3.7,13.3,14.3,9.2
44457,18.3,5.7,17.6,16.4,9.7
54165,10.6,3.8,6.6,11.5,8.7
61995,10.0,4.9,7.3,12.6,8.7
50768,13.6,6.4,10.7,14.7,10.2
44183,20.4,6.7,22.9,16.3,10.9
46312,14.4,5.2,9.6,11.5,8.4
57612,11.0,3.5,8.0,13.1,9.1
82113,9.5,5.5,6.2,8.9,5.1
54900,15.1,4.1,12.5,12.7,8.1
66720,9.4,3.9,11.8,12.2,7.7
37867,22.5,6.4,17.7,17.1,12.0
50376,16.0,5.5,14.0,13.9,9.0
42728,19.1,4.0,16.0,14.5,9.2
36718,25.7,5.7,19.3,16.4,9.7
52510,11.4,3.1,8.1,11.3,7.8
49965,17.8,6.0,15.6,11.7,8.3
58624,12.2,5.9,11.5,12.3,8.1
76255,12.0,2.8,10.9,8.6,5.1
54342,9.4,4.0,17.0,12.8,8.9
60734,9.4,2.8,8.5,10.8,7.3
43083,14.5,3.6,8.4,14.8,9.8
32321,31.1,6.5,24.8,18.7,12.9
60082,11.0,2.8,6.8,10.3,7.2
59367,9.9,2.1,9.4,12.6,8.8
33703,23.3,4.8,24.7,16.6,12.1
58862,7.9,2.0,8.1,11.5,8.5
42114,24.6,4.8,14.9,16.8,9.3
45955,14.2,3.8,13.3,12.7,9.0
38284,17.9,6.0,12.2,15.5,11.4
33908,25.5,5.5,32.4,22.2,13.2
68734,6.7,2.7,7.8,11.4,7.4
55444,11.8,2.7,14.5,13.7,9.0
61929,11.2,2.4,6.8,8.7,6.3
77838,6.9,2.8,4.3,9.4,6.4
56837,12.8,4.2,6.3,13.1,8.8
29124,37.3,5.8,22.3,21.2,10.2
51715,15.2,2.2,10.8,9.9,7.4
43650,14.2,2.5,4.6,10.9,8.1
77684,7.0,2.6,11.4,10.4,7.0
46233,18.3,3.4,19.1,14.5,9.7
55247,9.9,4.5,10.8,12.3,9.0
43263,22.8,3.8,13.1,13.4,6.9
47065,15.6,5.0,17.6,16.0,11.0
56432,11.3,4.9,15.1,14.1,9.9
59942,10.2,3.6,16.9,13.2,8.3
40433,22.1,4.0,19.6,17.3,10.2
40025,20.2,4.5,14.1,16.4,12.2
44911,14.2,5.5,11.5,14.9,10.8
43766,22.9,4.2,13.1,11.1,6.2
56484,13.6,2.4,22.9,12.4,7.0
80698,5.9,3.2,8.2,9.4,6.8
43591,15.9,3.6,16.0,12.2,8.4
36408,27.2,5.1,20.7,17.0,10.8
61906,7.5,2.5,7.3,9.4,6.8
50554,11.2,4.5,7.4,12.5,8.8
52277,11.5,3.9,12.7,12.6,8.8
37812,22.1,2.8,24.3,18.7,11.7
43767,15.5,3.9,18.1,13.9,9.0
100181,6.8,3.4,7.8,9.9,5.9
52122,12.5,2.9,7.5,11.2,8.3
51152,15.6,3.5,16.5,13.6,9.5
66101,10.0,3.2,6.9,11.8,8.3
61735,12.2,3.6,11.8,13.6,8.7
34724,25.6,5.1,16.4,20.0,10.5
43894,16.1,4.3,11.8,15.7,10.8
41471,18.6,4.0,14.9,14.1,10.5
59552,11.3,4.4,16.4,11.3,7.9
60596,9.8,3.2,8.5,12.9,8.3
37731,27.4,5.7,24.2,15.7,9.9
84610,15.6,3.7,13.0,8.7,5.4
37586,23.1,4.6,19.4,18.0,10.1
45700,20.4,4.7,13.4,13.5,10.0
52804,15.4,3.4,15.5,11.7,7.9
60187,15.9,5.5,10.4,8.5,5.6
46912,19.9,5.7,15.1,17.2,12.0
30239,29.8,7.7,20.2,23.9,13.4
50031,14.9,2.9,16.5,14.2,10.0
31557,25.2,4.3,21.5,18.4,11.6
45884,14.1,4.5,12.6,14.3,10.8
50945,18.5,5.0,10.7,10.7,7.1
44534,13.4,3.5,15.4,12.9,8.4
44154,20.4,5.1,14.5,15.6,10.3
55796,14.1,3.3,10.8,12.0,7.5
37834,23.5,5.0,20.9,18.0,10.2
67746,8.2,3.2,5.7,9.9,6.7
59500,12.3,3.7,9.1,9.7,6.8
55624,15.8,5.3,7.9,8.7,6.1
40285,20.9,5.0,18.7,16.6,8.8
45767,14.4,3.8,15.4,14.3,9.4
33053,37.9,4.7,28.4,17.4,9.0
50477,14.5,3.7,10.9,12.3,9.1
52151,14.1,3.7,8.0,8.8,5.9
52797,13.2,3.5,16.7,13.7,8.7
68984,8.7,3.0,16.3,11.1,6.9
37445,26.0,4.0,15.8,13.9,9.8
40814,23.8,3.8,18.6,13.1,8.9
60306,11.4,2.6,7.2,11.3,8.3
110601,10.1,2.4,11.5,8.8,4.6
42186,16.8,3.8,14.1,13.7,10.4
48788,15.3,4.7,10.2,12.4,8.5
51026,19.8,3.3,7.6,10.2,6.1
40486,16.4,5.3,14.2,15.8,12.1
68978,8.6,2.9,11.9,10.3,7.0
52047,13.7,3.9,9.4,11.3,8.4
51210,11.0,2.4,10.2,11.8,8.9
44968,15.6,3.9,16.7,14.5,9.7
85550,7.0,3.0,5.6,7.3,5.1
48450,15.3,3.1,11.3,11.9,8.4
47815,14.1,4.8,11.3,12.5,9.1
43527,18.9,4.9,22.0,13.3,8.0
57674,17.0,5.3,12.9,12.6,8.4
62689,7.3,3.0,6.8,9.9,6.1
68900,7.5,3.5,1.6,9.6,7.3
36298,32.8,5.8,13.5,15.5,9.2
48024,14.5,3.7,14.6,14.5,9.6
46950,17.4,5.3,14.0,14.5,10.0
100184,6.5,3.0,6.1,8.2,5.5
35881,21.6,4.0,18.4,16.7,11.2
51141,14.1,3.1,13.2,12.4,8.6
38034,25.5,3.9,25.7,17.8,9.7
92616,6.6,3.9,6.9,12.6,5.6
60619,10.9,2.6,5.4,8.1,6.1
48578,14.5,5.5,9.1,14.6,10.3
51089,12.7,3.8,13.8,12.5,8.6
122933,6.6,2.4,6.8,9.2,6.1
48450,20.0,3.8,13.3,11.7,6.9
43722,17.4,6.7,19.4,15.6,10.8
43483,17.4,4.1,20.7,14.9,9.4
40936,17.4,3.8,17.6,16.8,11.1
49356,13.5,3.7,5.6,12.2,9.2
106200,6.4,2.7,11.5,10.0,5.0
53884,16.2,5.4,12.1,11.5,7.5
54434,11.5,2.8,12.3,10.9,8.8
86317,5.5,2.8,5.6,9.9,5.9
53008,13.4,3.4,10.7,15.0,10.0
48308,17.2,4.9,10.6,11.5,7.2
54663,11.1,2.8,7.7,11.4,8.2
54583,15.5,4.1,17.2,14.5,9.7
67039,7.1,2.7,5.7,9.8,7.0
65793,8.3,3.3,12.0,10.5,6.1
47363,16.0,3.6,14.8,12.7,9.2
49482,13.7,3.5,7.6,11.4,8.6
29900,30.3,8.5,28.0,20.8,11.2
44475,16.5,3.8,11.0,14.0,9.0
27859,34.7,5.9,15.8,18.9,9.3
48121,18.7,6.3,16.0,14.3,7.8
48489,21.2,3.5,10.5,9.6,6.9
42715,20.2,3.2,14.5,13.7,8.0
38156,24.3,5.6,18.4,16.2,9.6
74225,10.1,4.5,12.3,11.5,6.0
75177,7.4,3.0,5.1,9.7,6.9
72739,8.3,4.4,11.0,11.4,7.2
35070,26.0,6.1,16.8,17.6,10.8
60450,10.1,2.4,13.0,13.8,9.4
98247,5.0,2.8,3.3,8.1,5.8
49385,18.4,4.6,13.3,13.9,8.9
54313,13.5,2.5,9.1,11.5,8.3
51457,13.4,2.6,12.4,10.7,8.1
58925,9.9,4.2,7.9,11.7,7.8
48722,16.7,5.2,13.2,12.8,8.0
46967,17.2,5.0,17.6,16.9,9.9
47031,15.2,5.7,14.2,15.5,11.4
75663,8.0,2.9,7.8,10.6,6.6
37828,18.7,5.5,14.9,14.9,11.4
58942,13.3,3.7,14.1,11.7,8.3
58105,8.2,5.8,11.4,10.8,7.7
54465,9.6,3.5,3.4,11.8,8.3
51455,12.4,2.0,13.4,12.1,9.4
41196,22.7,5.2,16.4,12.0,8.6
55856,11.0,2.5,7.1,10.6,7.4
44776,19.4,4.6,13.0,15.0,7.3
42149,15.0,3.8,20.4,14.9,10.7
31831,29.1,5.5,22.9,16.4,10.1
43435,15.4,6.1,11.2,13.8,10.1
89373,10.5,2.9,14.9,10.1,5.5
54292,13.0,4.1,9.4,11.1,6.0
60733,10.2,3.4,7.7,10.7,7.9
50388,13.5,4.0,11.7,12.1,9.4
52270,14.5,3.5,13.5,14.6,8.0
28024,35.5,13.3,25.2,24.0,11.8
48814,18.7,3.8,20.8,15.1,9.5
45309,16.2,4.2,14.2,14.4,8.6
44572,15.9,3.9,5.4,13.3,10.1
59457,8.8,2.6,4.7,11.0,8.4
67758,7.1,2.9,7.3,11.9,7.6
61478,9.7,2.5,6.3,10.2,7.1
53820,13.0,4.8,10.2,11.4,7.9
59744,8.1,3.2,4.8,11.5,7.5
47101,16.2,5.2,13.6,15.2,10.2
31659,24.3,4.3,15.5,16.0,12.5
57705,10.8,4.9,6.9,12.1,8.2
62889,10.0,3.3,9.6,12.4,8.2
45156,14.7,4.8,11.3,12.6,9.4
61221,8.4,3.6,6.0,11.3,8.4
60044,9.5,3.6,11.0,11.6,7.2
44975,17.6,3.8,13.7,11.7,8.1
36176,25.2,5.7,25.8,19.9,9.6
50830,18.2,5.7,13.8,15.3,7.7
44951,27.5,4.3,18.7,13.9,9.0
42190,20.6,5.0,21.8,16.5,11.5
51868,14.1,3.4,15.2,13.5,8.5
58943,10.5,9.5,3.0,10.9,7.5
44622,20.1,5.4,19.7,13.1,8.3
54096,14.8,4.4,11.4,12.9,8.2
41750,24.0,6.2,17.6,13.3,9.1
51577,12.7,1.9,5.9,11.5,8.5
63241,10.3,2.7,15.0,11.9,7.8
48758,13.2,4.5,9.7,11.8,9.9
39176,21.3,4.3,22.9,16.7,10.2
46244,16.6,5.7,10.7,14.6,9.9
47405,12.4,2.5,7.4,13.3,9.0
46019,14.9,3.1,20.8,15.7,9.3
64591,9.5,3.7,4.8,9.9,7.6
74456,11.1,3.0,5.6,7.9,5.8
51962,13.8,2.8,9.3,10.6,7.2
54658,10.0,1.9,7.5,11.6,8.7
44627,15.8,4.3,7.9,11.7,8.4
59265,14.2,5.4,10.3,13.7,8.4
58848,12.9,5.0,14.6,13.5,8.0
42878,14.6,4.3,11.5,15.1,11.6
44917,15.8,4.1,16.2,14.7,8.9
40798,14.1,7.8,7.4,16.1,13.0
53700,13.3,5.6,8.1,13.0,9.5
48192,14.7,3.6,25.0,14.8,9.3
46565,13.9,5.0,14.4,14.1,9.7
37738,22.4,7.0,47.6,23.8,13.5
47713,17.7,3.9,16.9,14.9,9.6
63633,7.4,2.9,7.8,10.4,7.5
49577,18.2,2.4,14.1,11.7,7.9
37233,21.4,5.1,20.5,20.5,11.5
49972,11.0,4.3,15.9,14.7,9.1
57459,8.2,2.7,8.0,10.8,7.8
47689,14.5,2.5,11.3,11.6,9.1
57092,8.8,3.3,10.8,13.0,8.5
48937,19.0,3.6,9.5,11.2,6.3
32728,35.1,19.9,22.3,18.2,10.6
48778,13.4,3.0,7.3,12.8,9.6
46342,16.0,3.5,21.7,13.9,9.9
55940,9.4,3.5,9.7,10.4,6.5
68943,7.0,2.9,6.8,9.5,6.0
44833,18.2,4.3,8.8,13.3,9.1
38121,21.9,6.0,18.4,17.9,9.4
64245,9.2,3.7,9.4,12.1,8.8
68724,7.3,2.9,10.2,11.5,7.0
89584,8.0,3.6,5.4,7.9,5.7
57047,11.7,3.0,15.8,11.0,7.6
43096,22.5,4.0,10.7,12.1,7.6
50949,13.3,3.5,10.0,12.1,8.1
66387,9.9,3.4,14.9,12.3,7.8
52269,18.1,3.2,8.3,9.5,5.4
44715,14.0,5.2,9.7,13.9,9.8
55881,14.4,3.4,6.4,9.7,6.5
34849,30.0,4.0,22.8,16.5,9.6
64799,8.9,2.8,6.4,11.3,7.8
44709,21.3,4.3,11.5,14.2,10.2
48082,17.6,4.9,18.4,13.8,8.5
56528,11.7,3.0,8.7,11.0,7.9
39633,22.3,4.3,20.0,16.4,9.3
47299,13.2,5.9,10.6,15.3,10.7
49321,11.1,2.3,9.9,12.5,9.3
62247,10.7,3.3,9.3,10.6,7.6
54210,12.9,2.6,10.2,12.7,9.1
42132,16.3,3.6,19.8,15.9,10.8
53785,11.1,3.3,14.1,13.7,8.6
56451,10.2,2.9,5.8,12.4,8.3
45889,20.2,4.4,22.1,15.2,9.2
51692,13.6,2.9,11.4,11.3,8.7
64190,8.6,2.7,7.7,11.2,8.0
75048,11.5,3.9,10.3,10.6,6.4
58693,9.9,3.6,12.9,12.3,8.3
46628,20.1,5.1,12.7,14.3,6.9
37148,24.7,4.2,20.7,15.6,12.6
47733,15.1,4.1,13.9,13.4,9.0
46742,18.0,3.9,15.7,15.2,10.4
49860,14.4,3.7,19.2,13.6,8.6
39309,16.6,2.8,12.0,13.5,9.9
40866,14.4,3.4,10.7,14.3,10.6
77598,9.3,3.8,12.6,10.7,6.5
56976,9.2,4.1,17.7,11.4,8.3
79979,10.9,3.7,12.0,11.3,6.1
45254,16.6,4.1,14.9,12.3,8.5
58307,8.7,4.0,4.8,9.1,6.7
52165,12.1,4.4,8.8,13.2,8.4
50300,10.7,3.1,11.4,13.2,8.5
62056,10.5,2.8,12.1,12.2,8.3
50941,12.0,2.7,12.5,11.9,7.2
56774,11.2,3.4,10.8,12.3,7.3
45227,19.1,7.5,14.4,14.1,10.1
61314,10.1,3.5,9.3,11.1,7.8
30691,29.9,5.1,23.7,16.5,11.8
55511,14.8,4.8,10.4,12.2,8.3
50123,11.5,2.8,11.9,11.3,8.7
73037,11.2,4.2,10.5,10.3,6.1
55874,13.2,2.9,9.0,11.5,7.2
40741,22.8,7.5,18.8,19.1,10.7
56754,14.4,4.3,10.7,11.7,7.3
41495,21.6,5.6,19.0,16.0,9.6
102858,5.1,3.2,7.9,9.6,5.8
40557,17.0,6.0,13.5,15.5,11.3
32802,23.5,5.2,20.0,15.6,11.3
57210,10.7,2.8,11.6,12.4,8.7
89331,6.7,3.0,9.1,11.6,7.5
48950,14.7,5.6,10.2,15.3,9.7
54722,10.2,3.5,8.6,11.7,9.3
42258,21.5,3.7,25.0,15.2,10.9
44297,16.5,3.9,23.4,13.8,8.6
51393,14.4,3.6,7.2,9.7,6.1
77257,11.2,6.3,5.6,11.7,7.3
50565,17.8,4.5,15.5,15.0,10.3
64768,8.3,5.1,6.7,11.2,8.0
50482,12.5,3.9,7.7,12.1,9.3
40072,29.6,2.4,31.7,13.6,6.6
49560,12.7,3.1,11.8,15.7,11.0
55357,9.7,4.8,10.0,11.3,8.4
40182,16.0,3.8,23.7,16.8,12.6
70199,9.2,3.5,17.0,8.2,5.0
49931,11.2,3.2,10.3,11.3,8.1
66226,8.1,3.4,5.1,10.9,7.8
56769,12.0,4.2,15.1,14.0,9.8
52682,16.7,4.6,14.7,10.5,7.3
51487,12.4,3.5,11.7,13.2,8.7
68133,8.9,3.6,10.0,11.1,6.2
44290,17.7,5.7,21.7,18.8,13.0
26449,33.2,8.9,24.9,21.9,10.7
65435,7.6,2.7,7.0,9.5,6.8
43681,26.1,4.2,14.9,12.3,7.2
40315,16.6,3.6,12.1,12.5,9.2
39201,17.6,3.9,24.5,16.4,10.6
59724,10.6,2.6,5.9,10.3,7.3
62238,10.6,3.3,11.7,10.8,7.3
82284,5.6,2.8,6.1,8.6,5.6
